race_id,course,race_num,race_name,condition,num_horses,distance,surface,track_condition,top1_num,top1_name,top1_score,top2_num,top3_num,top1_finish,top2_finish,top3_finish,trio_bets,trio_result,bet_type,trio_hit,trio_payout,umaren_payout,actual_payout,investment,profit,status,date,umaren_hit,trio_bets_str,top2_name,top2_score,top3_name,top3_score,date_str,num_horses_dp,track_condition_dp,top1_num_dp,top2_num_dp,top3_num_dp,nh_jrdb,odds_final,umaban,tansho_kyi,top1_odds,kaisai_key_str,kaisai_key,turf_baba_code,dirt_baba_code,weather_code,track_condition_filled
202607010605,中京,5,3歳未勝利,C,16.0,,,,,,,,,2.0,3,13,,1-7-9,trio,1.0,980,0,980.0,700,280,settled,20260329.0,0.0,1-2-9; 1-5-9; 1-7-9; 1-9-15; 2-5-9; 2-7-9; 2-9-15,,,,,20260329,,,,,,16.0,,,,,2026070106,2026070106,1.0,1.0,1.0,
202607010606,中京,6,4歳以上1勝クラス,A,13.0,,,,,,,,,3.0,2,1,,3-5-8,trio,1.0,12440,0,12440.0,700,11740,settled,20260329.0,0.0,1-3-8; 1-5-8; 3-5-8; 3-8-10; 3-8-11; 5-8-10; 5-8-11,,,,,20260329,,,,,,13.0,,,,,2026070106,2026070106,1.0,1.0,1.0,
202607010607,中京,7,4歳以上1勝クラス,A,13.0,,,,,,,,,3.0,1,10,,3-4-12,trio,1.0,1750,0,1750.0,700,1050,settled,20260329.0,0.0,1-3-6; 1-3-12; 3-4-6; 3-4-12; 3-5-6; 3-5-12; 3-6-12,,,,,20260329,,,,,,13.0,,,,,2026070106,2026070106,1.0,1.0,1.0,
202607010608,中京,8,大寒桜賞,E,7.0,,,,,,,,,6.0,7,4,,3-4-7,umaren,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,2-5; 1-5,,,,,20260329,,,,,,7.0,,,,,2026070106,2026070106,1.0,1.0,1.0,
202607010609,中京,9,4歳以上1勝クラス,C,16.0,,,,,,,,,1.0,5,11,,2-6-11,trio,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,2-5-6; 2-6-10; 5-6-8; 5-6-10; 5-6-11; 6-8-10; 6-10-11,,,,,20260329,,,,,,16.0,,,,,2026070106,2026070106,1.0,1.0,1.0,
202607010610,中京,10,伊勢S,C,15.0,,,,,,,,,1.0,5,6,,8-13-14,trio,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,4-8-10; 4-8-15; 8-10-13; 8-10-14; 8-10-15; 8-13-15; 8-14-15,,,,,20260329,,,,,,15.0,,,,,2026070106,2026070106,1.0,1.0,1.0,
202607010611,中京,11,高松宮記念,D,18.0,,,,,,,,,1.0,5,17,,6-8-9,trio,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,1-9-14; 1-9-18; 9-10-14; 9-10-18; 9-13-14; 9-13-18; 9-14-18,,,,,20260329,,,,,,18.0,,,,,2026070106,2026070106,1.0,1.0,1.0,
202607010612,中京,12,鈴鹿特別,D,16.0,,,,,,,,,1.0,4,2,,6-11-14,trio,1.0,4920,0,4920.0,700,4220,settled,20260329.0,0.0,2-5-11; 2-6-11; 2-11-13; 2-11-14; 5-11-14; 6-11-14; 11-13-14,,,,,20260329,,,,,,16.0,,,,,2026070106,2026070106,1.0,1.0,1.0,
202609020201,阪神,1,3歳未勝利,A,14.0,,,,,,,,,9.0,8,2,,1-2-5,trio,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,2-3-5; 2-3-6; 2-3-11; 2-3-12; 3-5-12; 3-6-12; 3-11-12,,,,,20260329,,,,,,14.0,,,,,2026090202,2026090202,1.0,1.0,1.0,
202609020202,阪神,2,3歳未勝利,A,9.0,,,,,,,,,1.0,3,2,,3-4-6,trio,1.0,1590,0,1590.0,700,890,settled,20260329.0,0.0,2-3-4; 2-3-6; 3-4-5; 3-4-6; 3-4-8; 3-5-6; 3-6-8,,,,,20260329,,,,,,9.0,,,,,2026090202,2026090202,1.0,1.0,1.0,
202609020203,阪神,3,3歳未勝利,D,16.0,,,,,,,,,16.0,13,6,,3-13-14,trio,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,1-2-10; 1-2-11; 2-4-10; 2-4-11; 2-7-10; 2-7-11; 2-10-11,,,,,20260329,,,,,,16.0,,,,,2026090202,2026090202,1.0,1.0,1.0,
202609020205,阪神,5,3歳未勝利,A,12.0,,,,,,,,,1.0,3,2,,5-7-11,trio,1.0,370,0,370.0,700,-330,settled,20260329.0,0.0,2-5-7; 2-5-11; 5-7-9; 5-7-10; 5-7-11; 5-9-11; 5-10-11,,,,,20260329,,,,,,12.0,,,,,2026090202,2026090202,1.0,1.0,1.0,
202609020206,阪神,6,3歳1勝クラス,D,10.0,,,,,,,,,2.0,3,4,,1-7-8,trio,1.0,1670,0,1670.0,700,970,settled,20260329.0,0.0,1-7-8; 1-8-10; 2-7-8; 2-8-10; 4-7-8; 4-8-10; 7-8-10,,,,,20260329,,,,,,10.0,,,,,2026090202,2026090202,1.0,1.0,1.0,
202609020207,阪神,7,4歳以上1勝クラス,D,14.0,,,,,,,,,3.0,6,8,,1-2-14,trio,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,1-2-3; 1-2-9; 1-3-8; 1-3-9; 1-3-10; 1-8-9; 1-9-10,,,,,20260329,,,,,,14.0,,,,,2026090202,2026090202,1.0,1.0,1.0,
202609020208,阪神,8,四国新聞杯,E,7.0,,,,,,,,,4.0,6,1,,4-5-7,umaren,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,2-3; 3-4,,,,,20260329,,,,,,7.0,,,,,2026090202,2026090202,1.0,1.0,1.0,
202609020209,阪神,9,4歳以上1勝クラス,C,15.0,,,,,,,,,4.0,7,15,,7-14-15,trio,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,2-8-11; 2-8-13; 2-9-11; 2-9-13; 2-11-13; 2-11-15; 2-13-15,,,,,20260329,,,,,,15.0,,,,,2026090202,2026090202,1.0,1.0,1.0,
202609020210,阪神,10,御堂筋S,A,11.0,,,,,,,,,2.0,10,4,,1-2-4,trio,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,1-2-3; 1-2-10; 2-3-8; 2-3-10; 2-3-11; 2-8-10; 2-10-11,,,,,20260329,,,,,,11.0,,,,,2026090202,2026090202,1.0,1.0,1.0,
202609020211,阪神,11,六甲S,A,13.0,,,,,,,,,13.0,1,2,,1-6-7,trio,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,2-6-9; 2-7-9; 4-6-9; 4-7-9; 5-6-9; 5-7-9; 6-7-9,,,,,20260329,,,,,,13.0,,,,,2026090202,2026090202,1.0,1.0,1.0,
202609020212,阪神,12,4歳以上2勝クラス,D,16.0,,,,,,,,,14.0,4,6,,9-10-16,trio,0.0,0,0,0.0,700,-700,settled,20260329.0,0.0,5-7-15; 5-8-15; 5-10-15; 5-12-15; 7-8-15; 8-10-15; 8-12-15,,,,,20260329,,,,,,16.0,,,,,2026090202,2026090202,1.0,1.0,1.0,
202606030301,中山,1,3歳未勝利,D,16.0,,,,,,,,,1.0,5,2,,5-8-12,trio,1.0,1590,0,1590.0,700,890,settled,20260404.0,0.0,3-5-8; 3-7-8; 3-8-11; 3-8-12; 5-7-8; 5-8-11; 5-8-12,,,,,20260404,,,,,,16.0,,,,,2026060303,2026060303,1.0,2.0,1.0,
202606030302,中山,2,3歳未勝利,A,14.0,,,,,,,,,6.0,1,2,,5-11-14,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,1-5-12; 1-12-14; 5-9-12; 5-10-12; 5-12-14; 9-12-14; 10-12-14,,,,,20260404,,,,,,14.0,,,,,2026060303,2026060303,1.0,2.0,1.0,
202606030303,中山,3,3歳未勝利,D,16.0,,,,,,,,,9.0,2,14,,1-2-3,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,1-3-4; 1-4-15; 2-3-4; 2-4-15; 3-4-15; 3-4-16; 4-15-16,,,,,20260404,,,,,,16.0,,,,,2026060303,2026060303,1.0,2.0,1.0,
202606030305,中山,5,3歳未勝利,C,16.0,,,,,,,,,3.0,1,5,,3-11-13,trio,1.0,2630,0,2630.0,700,1930,settled,20260404.0,0.0,3-7-13; 3-10-13; 3-11-13; 3-13-15; 7-10-13; 7-11-13; 7-13-15,,,,,20260404,,,,,,16.0,,,,,2026060303,2026060303,1.0,2.0,1.0,
202606030306,中山,6,3歳未勝利,A,13.0,,,,,,,,,3.0,6,1,,4-7-8,trio,1.0,4640,0,4640.0,700,3940,settled,20260404.0,0.0,4-5-8; 4-5-10; 4-7-8; 4-7-10; 4-8-10; 4-8-13; 4-10-13,,,,,20260404,,,,,,13.0,,,,,2026060303,2026060303,1.0,2.0,1.0,
202606030307,中山,7,4歳以上1勝クラス,A,12.0,,,,,,,,,1.0,6,3,,1-7-9,trio,1.0,2910,0,2910.0,700,2210,settled,20260404.0,0.0,1-2-7; 1-2-8; 1-7-8; 1-7-9; 1-7-10; 1-8-9; 1-8-10,,,,,20260404,,,,,,12.0,,,,,2026060303,2026060303,1.0,2.0,1.0,
202606030308,中山,8,4歳以上1勝クラス,B,11.0,,,,,,,,,8.0,2,4,,1-3-5,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,1-3-7; 1-7-9; 3-5-7; 3-7-9; 3-7-11; 5-7-9; 7-9-11,,,,,20260404,,,,,,11.0,,,,,2026060303,2026060303,1.0,2.0,1.0,
202606030309,中山,9,山吹賞,A,13.0,,,,,,,,,3.0,-,10,,4-12-13,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,4-5-13; 4-8-13; 5-8-13; 5-10-13; 5-11-13; 8-10-13; 8-11-13,,,,,20260404,,,,,,13.0,,,,,2026060303,2026060303,1.0,2.0,1.0,
202606030310,中山,10,千葉日報杯,X,15.0,,,,,,,,,6.0,2,9,,3-6-11,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,3-6-10; 3-10-15; 6-9-10; 6-10-11; 6-10-15; 9-10-15; 10-11-15,,,,,20260404,,,,,,15.0,,,,,2026060303,2026060303,1.0,2.0,1.0,
202606030311,中山,11,ダービー卿CT,C,16.0,,,,,,,,,13.0,11,3,,8-11-16,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,2-8-15; 2-14-15; 4-8-15; 4-14-15; 8-10-15; 8-14-15; 10-14-15,,,,,20260404,,,,,,16.0,,,,,2026060303,2026060303,1.0,2.0,1.0,
202606030312,中山,12,4歳以上2勝クラス,D,16.0,,,,,,,,,7.0,12,3,,1-12-14,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,1-2-3; 1-3-14; 2-3-6; 2-3-13; 2-3-14; 3-6-14; 3-13-14,,,,,20260404,,,,,,16.0,,,,,2026060303,2026060303,1.0,2.0,1.0,
202609020302,阪神,2,3歳未勝利,D,16.0,,,,,,,,,1.0,5,3,,1-11-15,trio,1.0,3060,0,3060.0,700,2360,settled,20260404.0,0.0,1-10-15; 1-11-15; 1-14-15; 1-15-16; 10-14-15; 11-14-15; 14-15-16,,,,,20260404,,,,,,16.0,,,,,2026090203,2026090203,1.0,1.0,4.0,
202609020303,阪神,3,3歳未勝利,A,14.0,,,,,,,,,3.0,5,2,,6-11-13,trio,1.0,1080,0,1080.0,700,380,settled,20260404.0,0.0,4-6-13; 4-8-13; 4-11-13; 4-12-13; 6-8-13; 6-11-13; 6-12-13,,,,,20260404,,,,,,14.0,,,,,2026090203,2026090203,1.0,1.0,4.0,
202609020304,阪神,4,3歳未勝利,D,18.0,,,,,,,,,2.0,1,13,,6-9-11,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,5-6-11; 5-11-16; 6-10-11; 6-11-13; 6-11-16; 10-11-16; 11-13-16,,,,,20260404,,,,,,18.0,,,,,2026090203,2026090203,1.0,1.0,4.0,
202609020305,阪神,5,3歳未勝利,C,18.0,,,,,,,,,4.0,6,2,,8-11-16,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,3-6-8; 3-6-11; 3-6-16; 3-6-17; 3-8-16; 3-11-16; 3-16-17,,,,,20260404,,,,,,18.0,,,,,2026090203,2026090203,1.0,1.0,4.0,
202609020306,阪神,6,4歳以上1勝クラス,D,16.0,,,,,,,,,3.0,15,13,,2-6-14,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,2-5-6; 2-6-13; 4-5-6; 4-6-13; 5-6-13; 5-6-14; 6-13-14,,,,,20260404,,,,,,16.0,,,,,2026090203,2026090203,1.0,1.0,4.0,
202609020307,阪神,7,4歳以上1勝クラス,A,9.0,,,,,,,,,2.0,6,1,,4-5-8,trio,1.0,400,0,400.0,700,-300,settled,20260404.0,0.0,3-5-8; 3-8-9; 4-5-8; 4-8-9; 5-6-8; 5-8-9; 6-8-9,,,,,20260404,,,,,,9.0,,,,,2026090203,2026090203,1.0,1.0,4.0,
202609020308,阪神,8,4歳以上2勝クラス,D,9.0,,,,,,,,,3.0,1,2,,1-2-7,trio,1.0,630,0,630.0,700,-70,settled,20260404.0,0.0,1-2-7; 1-6-7; 1-7-8; 1-7-9; 2-6-7; 2-7-8; 2-7-9,,,,,20260404,,,,,,9.0,,,,,2026090203,2026090203,1.0,1.0,4.0,
202609020309,阪神,9,アザレア賞,A,9.0,,,,,,,,,1.0,2,9,,2-3-4,trio,1.0,790,0,790.0,700,90,settled,20260404.0,0.0,2-3-4; 2-4-6; 2-4-7; 2-4-9; 3-4-7; 4-6-7; 4-7-9,,,,,20260404,,,,,,9.0,,,,,2026090203,2026090203,1.0,1.0,4.0,
202609020310,阪神,10,ポラリスS,D,16.0,,,,,,,,,12.0,2,5,,5-7-12,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,3-5-8; 3-6-8; 3-7-8; 3-8-12; 5-7-8; 6-7-8; 7-8-12,,,,,20260404,,,,,,16.0,,,,,2026090203,2026090203,1.0,1.0,4.0,
202609020311,阪神,11,チャーチルダウンズC,A,14.0,,,,,,,,,3.0,8,9,,10-11-14,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,3-6-10; 3-7-10; 3-8-10; 3-10-14; 6-8-10; 7-8-10; 8-10-14,,,,,20260404,,,,,,14.0,,,,,2026090203,2026090203,1.0,1.0,4.0,
202609020312,阪神,12,4歳以上2勝クラス,D,15.0,,,,,,,,,2.0,15,8,,3-5-11,trio,0.0,0,0,0.0,700,-700,settled,20260404.0,0.0,3-5-6; 3-5-14; 5-6-9; 5-6-14; 5-6-15; 5-9-14; 5-14-15,,,,,20260404,,,,,,15.0,,,,,2026090203,2026090203,1.0,1.0,4.0,
202606030401,中山,1,3歳未勝利,X,,,,,,,,,,12.0,6,15,,1-6-7,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,4-9-10; 4-10-12; 9-10-12; 9-10-14; 9-10-16; 10-12-14; 10-12-16,,,,,20260405,,,,,,,,,,,2026060304,2026060304,2.0,3.0,2.0,
202606030402,中山,2,3歳未勝利,D,,,,,,,,,,2.0,9,1,,13-14-15,trio,1.0,580,0,580.0,700,-120,settled,20260405.0,0.0,10-14-15; 10-15-16; 11-14-15; 11-15-16; 13-14-15; 13-15-16; 14-15-16,,,,,20260405,,,,,,,,,,,2026060304,2026060304,2.0,3.0,2.0,
202606030403,中山,3,3歳未勝利,X,,,,,,,,,,2.0,1,15,,4-7-8,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,4-6-7; 4-6-11; 4-6-13; 4-6-15; 4-7-11; 4-7-13; 4-7-15,,,,,20260405,,,,,,,,,,,2026060304,2026060304,2.0,3.0,2.0,
202606030405,中山,5,3歳未勝利,X,,,,,,,,,,11.0,-,2,,9-11-15,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,1-14-15; 1-14-16; 7-14-15; 7-14-16; 10-14-15; 10-14-16; 14-15-16,,,,,20260405,,,,,,,,,,,2026060304,2026060304,2.0,3.0,2.0,
202606030406,中山,6,3歳1勝クラス,X,,,,,,,,,,15.0,2,7,,3-4-16,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,1-4-5; 1-5-13; 4-5-8; 4-5-13; 4-5-14; 5-8-13; 5-13-14,,,,,20260405,,,,,,,,,,,2026060304,2026060304,2.0,3.0,2.0,
202606030407,中山,7,3歳1勝クラス,D,,,,,,,,,,3.0,12,8,,5-10-11,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,1-4-10; 1-6-10; 1-9-10; 1-10-14; 4-9-10; 6-9-10; 9-10-14,,,,,20260405,,,,,,,,,,,2026060304,2026060304,2.0,3.0,2.0,
202606030408,中山,8,4歳以上1勝クラス,D,,,,,,,,,,10.0,3,2,,4-5-16,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,2-4-15; 2-15-16; 3-4-15; 3-15-16; 4-9-15; 4-15-16; 9-15-16,,,,,20260405,,,,,,,,,,,2026060304,2026060304,2.0,3.0,2.0,
202606030409,中山,9,安房特別,A,,,,,,,,,,8.0,1,6,,1-4-8,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,1-2-7; 1-3-7; 1-4-7; 1-6-7; 2-6-7; 3-6-7; 4-6-7,,,,,20260405,,,,,,,,,,,2026060304,2026060304,2.0,3.0,2.0,
202606030410,中山,10,アリエスS,X,,,,,,,,,,2.0,10,15,,7-8-16,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,4-5-7; 4-6-7; 4-7-12; 4-7-16; 5-6-7; 6-7-12; 6-7-16,,,,,20260405,,,,,,,,,,,2026060304,2026060304,2.0,3.0,2.0,
202606030411,中山,11,美浦S,C,,,,,,,,,,3.0,9,5,,1-4-14,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,4-7-11; 4-7-13; 4-8-11; 4-8-13; 4-11-12; 4-11-13; 4-12-13,,,,,20260405,,,,,,,,,,,2026060304,2026060304,2.0,3.0,2.0,
202606030412,中山,12,4歳以上2勝クラス,A,,,,,,,,,,1.0,2,3,,3-5-12,trio,1.0,640,0,640.0,700,-60,settled,20260405.0,0.0,1-3-5; 1-3-12; 2-3-5; 2-3-12; 3-5-8; 3-5-12; 3-8-12,,,,,20260405,,,,,,,,,,,2026060304,2026060304,2.0,3.0,2.0,
202606030509,中山,9,山藤賞,A,7.0,0.0,,良,5.0,,,,,3.0,6,5,,3-5-6,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,2-3-4; 2-3-7; 3-4-6; 3-4-7; 3-4-11; 3-6-7; 3-7-11,,,,,20260405,7.0,良,5.0,3.0,7.0,7.0,,5.0,2.3,2.3,2026060305,2026060305,1.0,2.0,1.0,良
202609020401,阪神,1,3歳未勝利,D,,,,,,,,,,9.0,4,2,,1-3-6,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,1-3-13; 1-5-13; 1-8-13; 1-12-13; 3-8-13; 5-8-13; 8-12-13,,,,,20260405,,,,,,,,,,,2026090204,2026090204,1.0,2.0,2.0,
202609020402,阪神,2,3歳未勝利,B,,,,,,,,,,2.0,1,4,,4-6-13,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,1-3-4; 1-4-9; 1-4-11; 1-4-13; 3-4-13; 4-9-13; 4-11-13,,,,,20260405,,,,,,,,,,,2026090204,2026090204,1.0,2.0,2.0,
202609020403,阪神,3,3歳未勝利,D,,,,,,,,,,10.0,4,3,,12-13-15,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,1-7-10; 1-7-13; 7-10-13; 7-10-14; 7-10-16; 7-13-14; 7-13-16,,,,,20260405,,,,,,,,,,,2026090204,2026090204,1.0,2.0,2.0,
202609020404,阪神,4,3歳未勝利,C,,,,,,,,,,6.0,8,4,,1-5-11,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,4-5-6; 4-6-9; 4-6-11; 4-6-12; 5-6-12; 6-9-12; 6-11-12,,,,,20260405,,,,,,,,,,,2026090204,2026090204,1.0,2.0,2.0,
202609020405,阪神,5,3歳1勝クラス,B,,,,,,,,,,2.0,8,13.0,,10-12-13,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,3-4-13; 3-11-13; 4-6-13; 4-9-13; 4-11-13; 6-11-13; 9-11-13,,,,,20260405,,,,,,,,,,,2026090204,2026090204,1.0,2.0,2.0,
202609020406,阪神,6,4歳以上1勝クラス,A,,,,,,,,,,6.0,5,3.0,,1-3-8,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,1-5-9; 1-8-9; 4-5-9; 4-8-9; 5-6-9; 5-8-9; 6-8-9,,,,,20260405,,,,,,,,,,,2026090204,2026090204,1.0,2.0,2.0,
202609020407,阪神,7,4歳以上2勝クラス,X,,,,,,,,,,11.0,15,7.0,,3-6-13,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,2-11-15; 2-12-15; 5-11-15; 5-12-15; 8-11-15; 8-12-15; 11-12-15,,,,,20260405,,,,,,,,,,,2026090204,2026090204,1.0,2.0,2.0,
202609020408,阪神,8,4歳以上2勝クラス,A,,,,,,,,,,1.0,5,2.0,,1-3-4,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,2-3-4; 2-4-10; 3-4-5; 3-4-10; 3-4-11; 4-5-10; 4-10-11,,,,,20260405,,,,,,,,,,,2026090204,2026090204,1.0,2.0,2.0,
202609020409,阪神,9,バイオレットS,D,,,,,,,,,,9.0,7,12.0,,2-3-6,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,1-4-6; 1-4-10; 1-4-11; 1-4-12; 1-6-12; 1-10-12; 1-11-12,,,,,20260405,,,,,,,,,,,2026090204,2026090204,1.0,2.0,2.0,
202609020410,阪神,10,心斎橋S,D,,,,,,,,,,11.0,12,13.0,,2-6-13,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,1-4-18; 1-12-18; 4-7-18; 4-12-18; 4-13-18; 7-12-18; 12-13-18,,,,,20260405,,,,,,,,,,,2026090204,2026090204,1.0,2.0,2.0,
202609020411,阪神,11,大阪杯,C,15.0,,,,,,,,,1.0,14,2.0,,4-6-15,trio,0.0,0,0,0.0,700,-700,settled,20260405.0,0.0,6-7-15; 6-8-15; 6-9-15; 6-12-15; 7-8-15; 8-9-15; 8-12-15,,,,,20260405,,,,,,15.0,,,,,2026090204,2026090204,1.0,2.0,2.0,
202609020412,阪神,12,天満橋S,D,,,,,,,,,,1.0,3,4.0,,5-8-16,trio,1.0,54840,0,54840.0,700,54140,settled,20260405.0,0.0,4-5-16; 4-7-16; 4-8-16; 4-11-16; 5-8-16; 7-8-16; 8-11-16,,,,,20260405,,,,,,,,,,,2026090204,2026090204,1.0,2.0,2.0,
202603010101,福島,1,3歳未勝利,C,15.0,1700.0,ダ,良,4.0,,,,,3.0,2,1,,4-11-14,trio,1.0,1390,0,1390.0,700,690,settled,20260411.0,0.0,1-4-11; 1-4-14; 4-11-12; 4-11-14; 4-11-15; 4-12-14; 4-14-15,,,,,20260411,15.0,良,4.0,14.0,11.0,15.0,,4.0,7.8,7.8,2026030101,2026030101,1.0,1.0,1.0,良
202603010102,福島,2,3歳未勝利,D,16.0,1200.0,芝,良,2.0,,,,,3.0,2,6,,2-4-6,trio,1.0,770,0,770.0,700,70,settled,20260411.0,0.0,2-4-5; 2-4-6; 2-4-11; 2-4-16; 2-5-16; 2-6-16; 2-11-16,,,,,20260411,16.0,良,2.0,4.0,16.0,16.0,,2.0,2.8,2.8,2026030101,2026030101,1.0,1.0,1.0,良
202603010103,福島,3,3歳未勝利,C,16.0,1800.0,芝,良,2.0,,,,,3.0,9,4,,2-5-8,trio,0.0,0,0,0.0,700,-700,settled,20260411.0,0.0,1-2-10; 1-2-11; 2-7-10; 2-7-11; 2-10-11; 2-10-15; 2-11-15,,,,,20260411,16.0,良,2.0,11.0,10.0,16.0,,2.0,11.6,11.6,2026030101,2026030101,1.0,1.0,1.0,良
202603010104,福島,4,3歳未勝利,D,16.0,1150.0,ダ,良,15.0,,,,,6.0,3,7,,4-5-13,trio,0.0,0,0,0.0,700,-700,settled,20260411.0,0.0,3-4-15; 3-5-15; 3-6-15; 3-9-15; 4-5-15; 5-6-15; 5-9-15,,,,,20260411,16.0,良,15.0,5.0,3.0,16.0,,15.0,2.5,2.5,2026030101,2026030101,1.0,1.0,1.0,良
202603010105,福島,5,3歳未勝利,C,16.0,2000.0,芝,良,1.0,,,,,1.0,2,10,,1-3-8,trio,0.0,0,0,0.0,700,-700,settled,20260411.0,0.0,1-2-3; 1-2-4; 1-2-11; 1-2-12; 1-3-4; 1-3-11; 1-3-12,,,,,20260411,16.0,良,1.0,3.0,2.0,16.0,,1.0,8.5,8.5,2026030101,2026030101,1.0,1.0,1.0,良
202603010106,福島,6,3歳未勝利,C,15.0,2600.0,芝,良,2.0,,,,,2.0,4,8,,2-5-11,trio,0.0,0,0,0.0,700,-700,settled,20260411.0,0.0,2-3-4; 2-3-5; 2-3-8; 2-3-11; 2-4-5; 2-4-8; 2-4-11,,,,,20260411,15.0,良,2.0,4.0,3.0,15.0,,2.0,3.2,3.2,2026030101,2026030101,1.0,1.0,1.0,良
202603010107,福島,7,4歳以上1勝クラス,C,15.0,1700.0,ダ,良,1.0,,,,,14.0,5,3,,2-6-10,trio,0.0,0,0,0.0,700,-700,settled,20260411.0,0.0,1-5-6; 1-5-14; 1-6-7; 1-6-10; 1-6-14; 1-7-14; 1-10-14,,,,,20260411,15.0,良,1.0,14.0,6.0,15.0,,1.0,8.2,8.2,2026030101,2026030101,1.0,1.0,1.0,良
202603010108,福島,8,4歳以上1勝クラス,D,16.0,1150.0,ダ,良,7.0,,,,,8.0,1,7,,3-8-12,trio,0.0,0,0,0.0,700,-700,settled,20260411.0,0.0,6-7-12; 6-7-16; 7-9-12; 7-9-16; 7-12-15; 7-12-16; 7-15-16,,,,,20260411,16.0,良,7.0,12.0,16.0,16.0,,7.0,20.9,20.9,2026030101,2026030101,1.0,1.0,1.0,良
202603010109,福島,9,浄土平特別,C,16.0,1800.0,芝,良,12.0,,,,,4.0,1,12,,2-3-9,trio,0.0,0,0,0.0,700,-700,settled,20260411.0,0.0,2-3-12; 2-12-15; 3-7-12; 3-11-12; 3-12-15; 7-12-15; 11-12-15,,,,,20260411,16.0,良,12.0,3.0,15.0,16.0,,12.0,7.9,7.9,2026030101,2026030101,1.0,1.0,1.0,良
202603010110,福島,10,花見山特別,D,16.0,1200.0,芝,良,4.0,,,,,2.0,5,12,,4-8-16,trio,0.0,0,0,0.0,700,-700,settled,20260411.0,0.0,2-3-4; 2-4-5; 2-4-7; 2-4-12; 3-4-5; 3-4-7; 3-4-12,,,,,20260411,16.0,良,4.0,2.0,3.0,16.0,,4.0,3.2,3.2,2026030101,2026030101,1.0,1.0,1.0,良
202603010111,福島,11,吾妻小富士S,C,15.0,1700.0,ダ,良,15.0,,,,,2.0,1,5,,1-11-15,trio,1.0,14120,0,14120.0,700,13420,settled,20260411.0,0.0,1-2-15; 1-3-15; 1-11-15; 1-13-15; 2-13-15; 3-13-15; 11-13-15,,,,,20260411,15.0,良,15.0,1.0,13.0,15.0,,15.0,30.3,30.3,2026030101,2026030101,1.0,1.0,1.0,良
202603010112,福島,12,4歳以上1勝クラス,D,16.0,1200.0,芝,良,11.0,,,,,6.0,2,9,,2-8-10,trio,0.0,0,0,0.0,700,-700,settled,20260411.0,0.0,1-2-11; 1-9-11; 1-10-11; 1-11-13; 2-9-11; 2-10-11; 2-11-13,,,,,20260411,16.0,良,11.0,2.0,1.0,16.0,,11.0,4.0,4.0,2026030101,2026030101,1.0,1.0,1.0,良
